architecture,metric,n_runs,n_total_points,sigma,all_mean,all_sample_std,cutoff,n_outliers,outlier_fraction,mean_outlier_error,outlier_sample_std,mean_excess_over_cutoff,max_outlier_error
L4N3,force_rmse,6,480000,9.0,0.8012020926748781,1.3548918530139997,12.995228769800875,345,0.00071875,21.43923578294839,29.360079817857045,8.444007013147518,486.9633026656726
L4N3,force_rmse,6,480000,10.0,0.8012020926748781,1.3548918530139997,14.350120622814874,258,0.0005375,24.08081149952659,33.555833834452145,9.730690876711718,486.9633026656726
L4N4,energy_mae,4,320000,2.0,0.18431823268869485,0.3094037072421934,0.8031256471730817,9044,0.0282625,1.2925615868556295,1.1491994289542764,0.4894359396825476,89.88688659667969
L4N4,energy_mae,4,320000,3.0,0.18431823268869485,0.3094037072421934,1.1125293544152752,4093,0.012790625,1.7270413652597592,1.6013058956334731,0.6145120108444838,89.88688659667969
L4N4,energy_mae,4,320000,4.0,0.18431823268869485,0.3094037072421934,1.4219330616574686,2127,0.006646875,2.1715757564922202,2.125223117899001,0.7496426948347515,89.88688659667969
L4N4,energy_mae,4,320000,5.0,0.18431823268869485,0.3094037072421934,1.731336768899662,1220,0.0038125,2.629080605702322,2.7166775723438175,0.89774383680266,89.88688659667969
L4N4,energy_mae,4,320000,6.0,0.18431823268869485,0.3094037072421934,2.0407404761418553,763,0.002384375,3.0851262084465976,3.3534947475747305,1.0443857323047423,89.88688659667969
L4N4,energy_mae,4,320000,7.0,0.18431823268869485,0.3094037072421934,2.3501441833840486,504,0.001575,3.5477228088984414,4.049796986844515,1.1975786255143925,89.88688659667969
L4N4,energy_mae,4,320000,8.0,0.18431823268869485,0.3094037072421934,2.659547890626242,369,0.001153125,3.9401900787663653,4.6731710916886025,1.280642188140123,89.88688659667969
L4N4,energy_mae,4,320000,9.0,0.18431823268869485,0.3094037072421934,2.9689515978684353,251,0.000784375,4.4797912394383035,5.5882278646938985,1.5108396415698684,89.88688659667969
L4N4,energy_mae,4,320000,10.0,0.18431823268869485,0.3094037072421934,3.2783553051106287,187,0.000584375,4.937615963226971,6.414407692022785,1.6592606581163425,89.88688659667969
L4N4,energy_rmse,4,320000,2.0,0.18431823268869485,0.3094037072421934,0.8031256471730817,9044,0.0282625,1.2925615868556295,1.1491994289542764,0.4894359396825476,89.88688659667969
L4N4,energy_rmse,4,320000,3.0,0.18431823268869485,0.3094037072421934,1.1125293544152752,4093,0.012790625,1.7270413652597592,1.6013058956334731,0.6145120108444838,89.88688659667969
L4N4,energy_rmse,4,320000,4.0,0.18431823268869485,0.3094037072421934,1.4219330616574686,2127,0.006646875,2.1715757564922202,2.125223117899001,0.7496426948347515,89.88688659667969
L4N4,energy_rmse,4,320000,5.0,0.18431823268869485,0.3094037072421934,1.731336768899662,1220,0.0038125,2.629080605702322,2.7166775723438175,0.89774383680266,89.88688659667969
L4N4,energy_rmse,4,320000,6.0,0.18431823268869485,0.3094037072421934,2.0407404761418553,763,0.002384375,3.0851262084465976,3.3534947475747305,1.0443857323047423,89.88688659667969
L4N4,energy_rmse,4,320000,7.0,0.18431823268869485,0.3094037072421934,2.3501441833840486,504,0.001575,3.5477228088984414,4.049796986844515,1.1975786255143925,89.88688659667969
L4N4,energy_rmse,4,320000,8.0,0.18431823268869485,0.3094037072421934,2.659547890626242,369,0.001153125,3.9401900787663653,4.6731710916886025,1.280642188140123,89.88688659667969
L4N4,energy_rmse,4,320000,9.0,0.18431823268869485,0.3094037072421934,2.9689515978684353,251,0.000784375,4.4797912394383035,5.5882278646938985,1.5108396415698684,89.88688659667969
L4N4,energy_rmse,4,320000,10.0,0.18431823268869485,0.3094037072421934,3.2783553051106287,187,0.000584375,4.937615963226971,6.414407692022785,1.6592606581163425,89.88688659667969
L4N4,force_mae,4,320000,2.0,0.5525675227720267,1.0528481701190122,2.6582638630100512,6083,0.019009375,4.389499784123318,5.767496808389622,1.7312359211132673,370.2244784037272
L4N4,force_mae,4,320000,3.0,0.5525675227720267,1.0528481701190122,3.7111120331290635,2678,0.00836875,6.047566701338634,8.39946310399243,2.33645466820957,370.2244784037272
L4N4,force_mae,4,320000,4.0,0.5525675227720267,1.0528481701190122,4.763960203248075,1364,0.0042625,7.853133575474062,11.48176941762698,3.0891733722259875,370.2244784037272
L4N4,force_mae,4,320000,5.0,0.5525675227720267,1.0528481701190122,5.8168083733670874,779,0.002434375,9.820349506743709,14.894856119054838,4.003541133376621,370.2244784037272
L4N4,force_mae,4,320000,6.0,0.5525675227720267,1.0528481701190122,6.8696565434861,502,0.00156875,11.778060769832942,18.266589162553498,4.908404226346843,370.2244784037272
L4N4,force_mae,4,320000,7.0,0.5525675227720267,1.0528481701190122,7.922504713605112,351,0.001096875,13.68700559822469,21.573993537200803,5.764500884619581,370.2244784037272
L4N4,force_mae,4,320000,8.0,0.5525675227720267,1.0528481701190122,8.975352883724124,252,0.0007875,15.77127736247879,25.169854294168854,6.795924478754665,370.2244784037272
L4N4,force_mae,4,320000,9.0,0.5525675227720267,1.0528481701190122,10.028201053843137,198,0.00061875,17.492773910634448,28.164672411438996,7.464572856791307,370.2244784037272
L4N4,force_mae,4,320000,10.0,0.5525675227720267,1.0528481701190122,11.081049223962149,146,0.00045625,19.988181810332758,32.4625019935889,8.907132586370611,370.2244784037272
L4N4,force_rmse,4,320000,2.0,0.7108132701379515,1.5365001817274073,3.783813633592766,4881,0.015253125,6.297219234833196,9.990165821845917,2.5134056012404296,609.9010931971195
L4N4,force_rmse,4,320000,3.0,0.7108132701379515,1.5365001817274073,5.320313815320173,2116,0.0066125,8.763905958668971,14.80843751749224,3.443592143348797,609.9010931971195
L4N4,force_rmse,4,320000,4.0,0.7108132701379515,1.5365001817274073,6.856813997047581,1049,0.003278125,11.620079197217494,20.643883285272004,4.763265200169913,609.9010931971195
L4N4,force_rmse,4,320000,5.0,0.7108132701379515,1.5365001817274073,8.393314178774988,594,0.00185625,14.742646399229454,27.027796012749988,6.349332220454465,609.9010931971195
L4N4,force_rmse,4,320000,6.0,0.7108132701379515,1.5365001817274073,9.929814360502395,396,0.0012375,17.572326854764814,32.74892807002873,7.642512494262418,609.9010931971195
L4N4,force_rmse,4,320000,7.0,0.7108132701379515,1.5365001817274073,11.466314542229803,260,0.0008125,21.15867958543604,39.97446641942264,9.692365043206236,609.9010931971195
L4N4,force_rmse,4,320000,8.0,0.7108132701379515,1.5365001817274073,13.00281472395721,196,0.0006125,24.073965452052562,45.69072617653503,11.071150728095356,609.9010931971195
L4N4,force_rmse,4,320000,9.0,0.7108132701379515,1.5365001817274073,14.539314905684616,152,0.000475,27.04874033640492,51.53859629367202,12.509425430720299,609.9010931971195
L4N4,force_rmse,4,320000,10.0,0.7108132701379515,1.5365001817274073,16.075815087412025,116,0.0003625,30.735447849392596,58.56436851990461,14.659632761980573,609.9010931971195
