metric,architecture,n_outlier_rows,n_unique_structures,mean,sample_std,two_std_cutoff
abs_energy_error,L4N3,16763,7976,0.21285012905923262,0.3128703405695956,0.8385908101984239
abs_energy_error,L4N4,9044,5386,0.18431823268869485,0.3094037072421934,0.8031256471730817
force_mae,L4N3,12279,3728,0.6235365425018274,0.9935041332641652,2.610544809030158
force_mae,L4N4,6083,2524,0.5525675227720267,1.0528481701190122,2.6582638630100512
force_rmse,L4N3,11354,3464,0.8012020926748781,1.3548918530139997,3.5109857987028774
force_rmse,L4N4,4881,2060,0.7108132701379515,1.5365001817274073,3.783813633592766
