group,metric,n_values,mean,sample_std,median,q1,q3,min,max
L3N4,force_mae,428609,0.4052898772927827,0.26835856411270614,0.3253596146901448,0.1978037118911743,0.5461416125297547,0.0217093249162038,1.3114806811014812
L3N5,force_mae,572183,0.4294150419722815,0.28339461285157747,0.3457855542500814,0.21124789218107853,0.5794419725735982,0.0189477920532226,1.4572627385457355
L4N3,force_mae,429168,0.419149768711217,0.27933343275743866,0.3349405527114868,0.2029325038194656,0.5677498181660969,0.0226785600185394,1.3036585013071695
L4N4,force_mae,285363,0.3659225448586531,0.24307434574884507,0.2930083592732747,0.17759418586889894,0.495412000020345,0.0222909212112426,1.135958210627238
