run_label,architecture,seed,source_file,metric_column,n_csv_rows,n_usable_raw,n_retained,n_removed,removed_fraction,raw_mean,raw_sample_std,raw_median,raw_q1,raw_q3,raw_min,raw_max,retained_mean,retained_sample_std,retained_median,retained_q1,retained_q3,retained_min,retained_max
L3N4 seed 0,L3N4,0,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed0_task0_per_point.csv,force_mae,80000,80000,71098,8902,0.111275,0.582884143878776,0.8055986490160479,0.348133381207784,0.19960331122080485,0.6596984068552654,0.0289445241292317,42.44482390085856,0.38434576525850694,0.25447842305550344,0.3086081206798553,0.186730782687664,0.5193719178438186,0.0289445241292317,1.15604248046875
L3N4 seed 1,L3N4,1,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed1_task1_per_point.csv,force_mae,80000,80000,71592,8408,0.1051,0.6041831642617682,2.2197218485766372,0.3632801786065102,0.20782425353924427,0.6829037825266521,0.0319726943969726,570.8828290303549,0.403408030651384,0.2691007761156959,0.3224800864855448,0.1948164840539296,0.5462956815958022,0.0319726943969726,1.220335833231608
L3N4 seed 7,L3N4,7,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed7_task2_per_point.csv,force_mae,80000,80000,71321,8679,0.1084875,0.5900155144423305,1.223081324961448,0.3532285372416178,0.20357764561971026,0.6630778789520264,0.0244662046432495,262.4850346883138,0.39027986048242186,0.2576881391283662,0.3137141545613607,0.1908636689186096,0.5251278241475423,0.0244662046432495,1.1717668851216634
L3N4 seed 42,L3N4,42,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed42_task3_per_point.csv,force_mae,80000,80000,71759,8241,0.1030125,2.3786001279911937,492.2995631657765,0.39403398831685377,0.22730374733606973,0.7294029454390208,0.0256780306498209,139243.77760416668,0.4366221922149207,0.2875459662861892,0.3523720423380533,0.2136681338151296,0.5880577802658081,0.0256780306498209,1.3114806811014812
L3N4 seed 101,L3N4,101,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed101_task4_per_point.csv,force_mae,80000,80000,71172,8828,0.11035,0.5807663608315538,0.9437260879900847,0.34949246247609456,0.2010245104630788,0.6574463248252869,0.0217093249162038,148.747536722819,0.38431083493332785,0.2529297357665788,0.30943925182024634,0.18834783683220543,0.5190814932187399,0.0217093249162038,1.1502618630727133
L3N4 seed 202,L3N4,202,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed202_task5_per_point.csv,force_mae,80000,80000,71667,8333,0.1041625,0.6539855536744487,5.326287525721388,0.38929215669631956,0.22884097794691718,0.7235017220179241,0.0318477551142374,1487.761707560221,0.43234673564328036,0.28089231859361374,0.3488085428873698,0.21547870437304173,0.5802637179692587,0.0318477551142374,1.2860597610473632
L3N5 seed 0,L3N5,0,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed0_task3_per_point.csv,force_mae,80000,80000,71760,8240,0.103,0.7222488466519684,0.960911105703023,0.45367230971654254,0.27192498445510865,0.8259591261545818,0.0362982988357543,64.86441561381022,0.5007345095883915,0.31675648452425276,0.4072703003883361,0.2566262682278951,0.6694895267486571,0.0362982988357543,1.4572627385457355
L3N5 seed 1,L3N5,1,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1_task4_per_point.csv,force_mae,80000,80000,71436,8564,0.10705,0.604897708594813,0.7926970774021175,0.3665263851483662,0.21306615124146142,0.6898143922289213,0.0312239229679107,37.862176704406735,0.4073066884371568,0.2681605691763999,0.3266159263749917,0.20021202564239496,0.5487626632054647,0.0312239229679107,1.2185842752456666
L3N5 seed 2,L3N5,2,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed2_task5_per_point.csv,force_mae,80000,80000,71846,8154,0.101925,0.7000906752509899,1.401927933612531,0.43712919950485224,0.2615287224451701,0.7970869660377502,0.0414168993631998,270.8245330174764,0.4836531927144375,0.3065316851992632,0.3933878779411316,0.24739966392517085,0.6482286731402079,0.0414168993631998,1.4098753452301025
L3N5 seed 3,L3N5,3,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed3_task6_per_point.csv,force_mae,80000,80000,71553,8447,0.1055875,0.9543238453082751,92.9956463971765,0.36174583435058594,0.20880079666773477,0.6820282102872928,0.0233251651128133,26224.474267578124,0.4025946538081787,0.2669042798630405,0.3225956201553345,0.1961756388346354,0.5457363446553548,0.0233251651128133,1.214099931716919
