group,metric,n_values,mean,sample_std,median,q1,q3,min,max
L3N4,force_mae,477074,0.5722619295744213,0.6597319328246634,0.3634146213531494,0.2102546801169713,0.6765874783198039,0.0217093249162038,45.4123716990153
L3N5,force_mae,634203,0.5896770061480328,0.641588088346567,0.3838024139404297,0.2238511244455973,0.7086541612943014,0.0189477920532226,48.90886878967285
L4N3,force_mae,473483,0.5585622134874213,0.5390215878697602,0.3708138505617777,0.21473818421363827,0.6904727697372437,0.0226785600185394,4.93000423113505
L4N4,force_mae,316423,0.4995113415315998,0.5022358152190809,0.3254893779754638,0.18838855425516765,0.6080259958902995,0.0222909212112426,5.082138967514038
