subset,metric,direction,rank,source_index,target_energy,max_target_atomic_force,h_planarity_ratio,in_high_force,in_high_energy,in_planar,l3n4_median_error,l3n5_median_error,l3n5_minus_l3n4
all,force_rmse,largest_l3n5_improvement,7,4238808,600.2057495117188,3845.5605612568415,0.13359097832325795,True,True,False,15.570478358394508,12.548701723884967,-3.021776634509541
all,force_rmse,largest_l3n5_improvement,8,6371940,342.01678466796875,2919.436022591803,0.0475817176217904,True,True,False,32.26919577754385,29.261177811118095,-3.0080179664257543
all,force_rmse,largest_l3n5_improvement,9,6382778,101.07012176513672,2051.187886879723,0.10348348713962376,True,True,False,8.86827548719638,6.215165206567173,-2.653110280629207
all,force_rmse,largest_l3n5_improvement,10,4270577,136.68980407714844,1329.7604327721895,0.3630710463413636,True,True,False,10.044304174749342,7.559222954033201,-2.4850812207161415
all,force_rmse,largest_l3n5_improvement,11,4751087,7.345848083496094,223.2811740834124,0.15665994848757206,True,False,False,7.427755810266902,4.952317282365158,-2.475438527901744
all,force_rmse,largest_l3n5_improvement,12,7081698,94.93647766113281,1424.8634535228427,0.07052923645734732,True,True,False,6.975816970699096,4.50379670757635,-2.4720202631227464
all,force_rmse,largest_l3n5_improvement,13,3347623,-0.4915611147880554,76.92841992414701,0.3084656170740908,False,False,False,7.131254036967842,4.672673434376307,-2.4585806025915353
all,force_rmse,largest_l3n5_improvement,14,4675306,475.09930419921875,3592.046891204853,0.2910936566892946,True,True,False,10.937766532851203,8.51346441155517,-2.4243021212960336
all,force_rmse,largest_l3n5_improvement,15,7237219,380.9141540527344,2547.380533788192,0.0036300819483645903,True,True,True,12.37602268798955,10.013967124303871,-2.3620555636856793
all,force_rmse,largest_l3n5_improvement,16,5962212,67.50299072265625,838.4854980014323,0.1341212085710198,True,True,False,12.940059640344238,10.584816683353495,-2.355242956990743
all,force_rmse,largest_l3n5_improvement,17,5122175,336.9683837890625,2010.8819511362944,0.23028704377347634,True,True,False,15.321796703578393,13.074786861647965,-2.247009841930428
all,force_rmse,largest_l3n5_improvement,18,4460916,553.5440063476562,3929.027490288446,0.13393994890871513,True,True,False,5.801054513781942,3.648087726769462,-2.1529667870124802
all,force_rmse,largest_l3n5_improvement,19,6901836,25.211679458618164,1263.0697795453805,0.12340800318099437,True,False,False,6.082958055192128,3.980440450294022,-2.102517604898106
all,force_rmse,largest_l3n5_improvement,20,3877751,383.8187255859375,3005.1609791452292,0.3083544873408319,True,True,False,8.789593903101585,6.7194225555052345,-2.07017134759635
all,force_rmse,largest_l3n5_improvement,21,3438805,45.60647201538086,659.4992985288256,0.06250436988790038,True,False,False,13.51752640811052,11.487839385879148,-2.0296870222313714
all,force_rmse,largest_l3n5_improvement,22,7043562,27.190471649169922,73.29504437774389,0.11312312447553856,False,False,False,3.034950757764816,1.0237859483531822,-2.0111648094116337
all,force_rmse,largest_l3n5_improvement,23,6541692,-60.80000305175781,206.12350964115782,0.07517402793684863,True,False,False,9.234648678799108,7.232931224056742,-2.0017174547423657
all,force_rmse,largest_l3n5_improvement,24,7012853,85.27275085449219,1559.036771397597,0.039956491266223804,True,True,True,25.211669407569758,23.213701081482665,-1.9979683260870935
all,force_rmse,largest_l3n5_improvement,25,5826856,453.3032531738281,2255.5204167684606,0.09970006770224848,True,True,False,5.977441006813649,4.013212468226156,-1.9642285385874931
all,force_rmse,largest_l3n5_regression,1,6116553,776.0056762695312,3615.9614779046424,0.08422628053254536,True,True,False,28.635686021753614,36.60351827438011,7.9678322526264935
all,force_rmse,largest_l3n5_regression,2,7306805,-17.657989501953125,464.77661298106284,0.003262245686422645,True,False,True,13.436098573451824,21.289578572954028,7.853479999502204
all,force_rmse,largest_l3n5_regression,3,3838582,852.1339721679688,4686.090186005615,0.06018182665764262,True,True,False,15.400676599640988,19.594825340412307,4.194148740771318
all,force_rmse,largest_l3n5_regression,4,6687820,426.24853515625,2814.9874790557537,0.061717574660299486,True,True,False,5.470869443573726,9.418143431543541,3.9472739879698153
all,force_rmse,largest_l3n5_regression,5,4426685,763.7227783203125,3332.67259615729,0.14101687776701655,True,True,False,5.321155764412893,9.123821949291266,3.8026661848783725
all,force_rmse,largest_l3n5_regression,6,5369071,96.65461730957031,1140.5123758048435,0.23020958463417324,True,True,False,11.421148345849472,15.014393085838474,3.593244739989002
all,force_rmse,largest_l3n5_regression,7,4721418,445.1910095214844,3636.014261369412,0.21404366392942575,True,True,False,6.418242372007249,9.68010537896022,3.2618630069529715
all,force_rmse,largest_l3n5_regression,8,6783556,502.5869445800781,3637.00161425295,0.2706014117448172,True,True,False,8.6480313879203,11.905097740154073,3.257066352233773
all,force_rmse,largest_l3n5_regression,9,5044745,195.63421630859375,840.4466285368908,0.12635855290508713,True,True,False,7.874138979879329,11.014363477249505,3.140224497370176
