metric,source_index,architecture,seed,run_label,error,run_mean,run_sample_std,std_above_run_mean,is_ge_outlier_sigma
force_rmse,3937730,L3N4,0,L3N4 s0,17.074787475427613,0.7487737191471382,1.062059810771518,15.372028571932006,True
force_rmse,3937730,L3N4,1,L3N4 s1,1.812162146963246,0.7759377503699537,2.727832319847768,0.3798710019870726,False
force_rmse,3937730,L3N4,7,L3N4 s7,414.7748789531857,0.7593240561979255,1.803635935018513,229.5449690587021,True
force_rmse,3937730,L3N4,42,L3N4 s42,179865.61295243155,3.06855626350397,635.9190477885116,282.83874342443846,True
force_rmse,3937730,L3N4,101,L3N4 s101,201.27902566320157,0.7459622809873312,1.2523542465365345,160.12487196558098,True
force_rmse,3937730,L3N4,202,L3N4 s202,2.415634162547052,0.8431210359313008,7.652568671926223,0.20548827381119536,False
force_rmse,3937730,L3N5,0,L3N5 s0,69.34739177548875,0.9302972736635371,1.2755249187294415,53.63838330181421,True
force_rmse,3937730,L3N5,1,L3N5 s1,4.913210681702175,0.77667101360709,1.0342250207399561,3.999651512139513,True
force_rmse,3937730,L3N5,2,L3N5 s2,411.6749673806163,0.8995919849183872,2.005835693119988,204.79014148798754,True
force_rmse,3937730,L3N5,3,L3N5 s3,42601.954277033605,1.3426306001985093,150.97216563344338,282.1752703068897,True
force_rmse,3937730,L3N5,4,L3N5 s4,62.69439745341913,0.767989277423989,1.1236320753312905,55.11270952080718,True
force_rmse,3937730,L3N5,7,L3N5 s7,702.0980929625365,0.8156407186690648,2.715445565417085,258.2568625845948,True
force_rmse,3937730,L3N5,42,L3N5 s42,18.42025202992303,0.7763728265238862,1.0743564989113195,16.422741633041046,True
force_rmse,3937730,L3N5,1776,L3N5 s1776,0.9615745039957364,0.8445330250675972,11.79982220048153,0.009918918856536918,False
force_rmse,3937730,L4N3,7,L4N3 s7,1.0785057032057066,0.7753723255357129,1.0564935853803457,0.28692401152711533,False
force_rmse,3937730,L4N3,42,L4N3 s42,0.3167829758527685,0.809886800124928,2.047969306208862,-0.2407769602685004,False
force_rmse,3937730,L4N3,101,L4N3 s101,103.36672337172006,0.8257259389713092,1.1601534754277159,88.3857175835678,True
force_rmse,3937730,L4N3,202,L4N3 s202,1.2398710376476412,0.7987275902263791,1.2491149539856543,0.35316481162415775,False
force_rmse,3937730,L4N3,303,L4N3 s303,2.0032185365785824,0.8081150269731313,1.0942569696426558,1.0921598333485856,False
force_rmse,3937730,L4N3,1776,L4N3 s1776,1.070042615029598,0.7893848742178087,1.2645035356073908,0.22195093402959798,False
force_rmse,3937730,L4N4,0,L4N4 s0,9.539528598408548,0.6998088506690505,1.0027711299909015,8.81529142928128,True
force_rmse,3937730,L4N4,7,L4N4 s7,0.5552769279890759,0.7121068102430937,1.0548637193503148,-0.14867312182336556,False
force_rmse,3937730,L4N4,42,L4N4 s42,223.1200374064969,0.7284919982471453,1.294255059768757,171.8297670383334,True
force_rmse,3937730,L4N4,1776,L4N4 s1776,609.9010931971195,0.7028454213925167,2.376875554184212,256.30212179316857,True
force_rmse,4707565,L3N4,0,L3N4 s0,11.042687632848878,0.7487737191471382,1.062059810771518,9.692405088018418,True
force_rmse,4707565,L3N4,1,L3N4 s1,7.150146845594826,0.7759377503699537,2.727832319847768,2.336730541993357,True
force_rmse,4707565,L3N4,7,L3N4 s7,9.017726914431098,0.7593240561979255,1.803635935018513,4.578752672805006,True
force_rmse,4707565,L3N4,42,L3N4 s42,7.495279232153151,3.06855626350397,635.9190477885116,0.00696114227753307,False
force_rmse,4707565,L3N4,101,L3N4 s101,16.20674780371612,0.7459622809873312,1.2523542465365345,12.345377169029112,True
force_rmse,4707565,L3N4,202,L3N4 s202,2142.209005199933,0.8431210359313008,7.652568671926223,279.8231516718948,True
force_rmse,4707565,L3N5,0,L3N5 s0,10.320524046037429,0.9302972736635371,1.2755249187294415,7.361852861116627,True
force_rmse,4707565,L3N5,1,L3N5 s1,9.123443976903635,0.77667101360709,1.0342250207399561,8.070557950072303,True
force_rmse,4707565,L3N5,2,L3N5 s2,9.363080022675735,0.8995919849183872,2.005835693119988,4.219432362674118,True
force_rmse,4707565,L3N5,3,L3N5 s3,9.975778658009562,1.3426306001985093,150.97216563344338,0.057183706821641006,False
force_rmse,4707565,L3N5,4,L3N5 s4,9.698247491658387,0.767989277423989,1.1236320753312905,7.947671137459661,True
force_rmse,4707565,L3N5,7,L3N5 s7,6.52659680879023,0.8156407186690648,2.715445565417085,2.103137754942982,True
force_rmse,4707565,L3N5,42,L3N5 s42,13.44659937268288,0.7763728265238862,1.0743564989113195,11.793316798472524,True
force_rmse,4707565,L3N5,1776,L3N5 s1776,5.15297136909397,0.8445330250675972,11.79982220048153,0.36512739521198484,False
force_rmse,4707565,L4N3,7,L4N3 s7,3.6173003905476553,0.7753723255357129,1.0564935853803457,2.689962442118214,True
force_rmse,4707565,L4N3,42,L4N3 s42,10.54812784619377,0.809886800124928,2.047969306208862,4.755071776000381,True
