group,metric,n_values,mean,sample_std,median,q1,q3,min,max
L3N4,force_mae,479052,0.5879208629217318,0.7092758905577311,0.36504883567492163,0.2107642292976379,0.6830878288465707,0.0217093249162038,45.4123716990153
L3N5,force_mae,638127,0.6122565153873936,0.8594578662338672,0.3863351225852966,0.22463907003402706,0.7187593102455139,0.0189477920532226,395.1696060816447
L4N3,force_mae,477865,0.5905492280834914,0.6353589519627308,0.3746445973714192,0.2159605662027995,0.7053600788116455,0.0226785600185394,7.78235354423523
L4N4,force_mae,318833,0.5249681117152373,0.5842041964960679,0.328307827313741,0.1892721494038899,0.6186471541722616,0.0222909212112426,8.09948263168335
