group,metric,n_values,mean,sample_std,median,q1,q3,min,max
L3N4,force_rmse,479146,0.7563261809779978,0.9338287048490912,0.4642062122302021,0.26644620808508324,0.8749597417227205,0.0301829000412802,64.70408779533552
L3N5,force_rmse,638138,0.7866562683263996,1.1902509819740232,0.4907287459952494,0.28417504856663167,0.920471324977224,0.0257475304670313,603.2473334369597
L4N3,force_rmse,477939,0.7587453893512972,0.8320129020351417,0.4763969898763624,0.2728496036025025,0.9023426478473555,0.0288212454021648,11.0265318269016
L4N4,force_rmse,318888,0.675188696586608,0.7672747062337235,0.41737307970998383,0.23949001121316937,0.7923344810687026,0.0284128157338981,12.54672013286365
