run_label,architecture,seed,source_file,metric_column,n_csv_rows,n_usable_raw,n_retained,n_removed,removed_fraction,raw_mean,raw_sample_std,raw_median,raw_q1,raw_q3,raw_min,raw_max,retained_mean,retained_sample_std,retained_median,retained_q1,retained_q3,retained_min,retained_max
L3N4 seed 0,L3N4,0,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed0_task0_per_point.csv,force_rmse,80000,80000,79568,432,0.0054,0.7487737191471382,1.062059810771518,0.4422602070916756,0.25246691535089133,0.8444141193051773,0.0378955904261295,66.2939031846871,0.7018718219493564,0.758668723284557,0.4400431570702355,0.2517205609002873,0.8326919989968157,0.0378955904261295,6.057022938921619
L3N4 seed 1,L3N4,1,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed1_task1_per_point.csv,force_rmse,80000,80000,79971,29,0.0003625,0.7759377503699537,2.727832319847768,0.46174658313555883,0.26232155328294793,0.875146267033887,0.0420481739969394,687.9956930235953,0.7570178735540032,0.9332315125701456,0.4614823118792509,0.2622706562233502,0.8742830674035806,0.0420481739969394,14.414937590164254
L3N4 seed 7,L3N4,7,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed7_task2_per_point.csv,force_rmse,80000,80000,79886,114,0.001425,0.7593240561979255,1.803635935018513,0.44809821629281166,0.2579670233283039,0.849870530138641,0.0345879178321444,414.7748789531857,0.7342227788257641,0.873749051610074,0.4473077090516921,0.2576844923866337,0.8467714900293641,0.0345879178321444,9.752778080550748
L3N4 seed 42,L3N4,42,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed42_task3_per_point.csv,force_rmse,80000,80000,79999,1,1.25e-05,3.06855626350397,635.9190477885116,0.5007594347687033,0.2870342827402083,0.9358561718373005,0.0307451595072493,179865.61295243155,0.8202463546780085,1.1134027767893286,0.5007513972325102,0.2870267923643183,0.9358172245499023,0.0307451595072493,64.70408779533552
L3N4 seed 101,L3N4,101,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed101_task4_per_point.csv,force_rmse,80000,80000,79726,274,0.003425,0.7459622809873312,1.2523542465365345,0.44426538204130056,0.25398523239096654,0.8398174715399348,0.0301829000412802,201.27902566320157,0.7097310967389011,0.7925192458745421,0.44239392090166335,0.25341255524960304,0.8327744590066922,0.0301829000412802,7.006255643005801
L3N4 seed 202,L3N4,202,examples/methane_sweep/results/per_point/random_common_80k/l3_n4_d1000000_seed202_task5_per_point.csv,force_rmse,80000,80000,79996,4,5e-05,0.8431210359313008,7.652568671926223,0.4947098512358462,0.2892351624970767,0.9278181694668655,0.0373099997378032,2142.209005199933,0.8143859738019842,1.0672160136871192,0.4946687104895734,0.28923300014194725,0.9277236536955731,0.0373099997378032,34.85535309105808
L3N5 seed 0,L3N5,0,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed0_task3_per_point.csv,force_rmse,80000,80000,79582,418,0.005225,0.9302972736635371,1.2755249187294415,0.5771007730603925,0.34369264898106605,1.0589015784053064,0.0537600370197156,95.44022227315418,0.8768149195910762,0.8938896383299177,0.5742166047289553,0.3426393763420699,1.0470785674041687,0.0537600370197156,7.30453013544545
L3N5 seed 1,L3N5,1,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1_task4_per_point.csv,force_rmse,80000,80000,79525,475,0.0059375,0.77667101360709,1.0342250207399561,0.4666982153464704,0.26958467000956987,0.8824576987659734,0.0403030294232967,57.83772347096794,0.7285753050144821,0.7662512135104123,0.4638905684773433,0.2685206660224885,0.8690737115827081,0.0403030294232967,5.94100845102189
L3N5 seed 2,L3N5,2,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed2_task5_per_point.csv,force_rmse,80000,80000,79905,95,0.0011875,0.8995919849183872,2.005835693119988,0.5550340407042336,0.33036899730109653,1.0205430249241796,0.0516063748611255,411.6749673806163,0.8727537737577765,0.9779531432836719,0.5544409874480393,0.3302221688813361,1.017832495617052,0.0516063748611255,10.91446362790342
L3N5 seed 3,L3N5,3,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed3_task6_per_point.csv,force_rmse,80000,80000,79998,2,2.5e-05,1.3426306001985093,150.97216563344338,0.45905638042901115,0.2643446409352009,0.8743112911740627,0.0310329936552001,42601.954277033605,0.7745477853178931,2.3810484767980737,0.45903833741421374,0.26434041109333295,0.8742647349492653,0.0310329936552001,603.2473334369597
L3N5 seed 4,L3N5,4,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed4_task7_per_point.csv,force_rmse,80000,80000,79606,394,0.004925,0.767989277423989,1.1236320753312905,0.4576406961231181,0.26172438054193364,0.868740659891615,0.0257475304670313,77.08779415843115,0.721839597440577,0.7801614455719974,0.45501568321351327,0.26091747427113077,0.8587210255347146,0.0257475304670313,6.38203211221057
L3N5 seed 7,L3N5,7,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed7_task2_per_point.csv,force_rmse,80000,80000,79962,38,0.000475,0.8156407186690648,2.715445565417085,0.4845574394936819,0.2779150420772436,0.9160634799268684,0.0346462300039816,702.0980929625365,0.7970530192962174,0.9824703535387002,0.4841843859139771,0.27785287326909297,0.9154051092599751,0.0346462300039816,14.38973663200685
L3N5 seed 42,L3N5,42,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed42_task0_per_point.csv,force_rmse,80000,80000,79563,437,0.0054625,0.7763728265238862,1.0743564989113195,0.46635185551241853,0.26571661417012254,0.882700700532155,0.0400209465237158,66.37575037305601,0.7293960740050349,0.7765978179132768,0.4635765188426112,0.2648958353236504,0.8723974925088248,0.0400209465237158,6.147196157242716
L3N5 seed 1776,L3N5,1776,examples/methane_sweep/results/per_point/random_common_80k/l3_n5_d1000000_seed1776_task1_per_point.csv,force_rmse,80000,80000,79997,3,3.75e-05,0.8445330250675972,11.79982220048153,0.47802224752097056,0.2750988497693028,0.9047793565305785,0.0298951273978228,3185.393615054313,0.7918709615890726,1.0492496934242599,0.4779745565670041,0.2750969221314898,0.9047342804160492,0.0298951273978228,33.348349807320204
L4N3 seed 7,L4N3,7,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed7_task2_per_point.csv,force_rmse,80000,80000,79545,455,0.0056875,0.7753723255357129,1.0564935853803457,0.460930001745545,0.2633491990983282,0.8830272659567238,0.0288212454021648,50.09047381752151,0.7270259226358342,0.771782007858128,0.4576869488502476,0.2623289174662104,0.8711961034990178,0.0288212454021648,6.050756800560773
L4N3 seed 42,L4N3,42,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed42_task0_per_point.csv,force_rmse,80000,80000,79907,93,0.0011625,0.809886800124928,2.047969306208862,0.48202373321470715,0.27628939036870914,0.9150266467363962,0.0365534372707093,486.9633026656726,0.7857422471804316,0.9337647426017991,0.4814025086421651,0.2760763084680402,0.9123917164399558,0.0365534372707093,11.0265318269016
L4N3 seed 101,L4N3,101,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed101_task3_per_point.csv,force_rmse,80000,80000,79587,413,0.0051625,0.8257259389713092,1.1601534754277159,0.49472818448742417,0.28168237055824896,0.9432714152956944,0.0398098783797071,103.36672337172006,0.7778784961523302,0.8314798474579935,0.4916970578215162,0.28077410610570314,0.9317312519437666,0.0398098783797071,6.61883412732835
L4N3 seed 202,L4N3,202,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed202_task4_per_point.csv,force_rmse,80000,80000,79669,331,0.0041375,0.7987275902263791,1.2491149539856543,0.47952587677147995,0.2733293560239907,0.9086581731117785,0.0426550141957283,175.72073603355872,0.7563093698899733,0.8231186118038014,0.4773268100004061,0.2726421235893549,0.8998673466794201,0.0426550141957283,7.0388859888587145
L4N3 seed 303,L4N3,303,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed303_task5_per_point.csv,force_rmse,80000,80000,79542,458,0.005725,0.8081150269731313,1.0942569696426558,0.4855259819158265,0.28030538973691144,0.9211336652485871,0.031480139836233,58.85059608692058,0.7580334566860975,0.7996177957766384,0.4826641596304613,0.27943099481116396,0.9098643964217501,0.031480139836233,6.279293699772432
L4N3 seed 1776,L4N3,1776,examples/methane_sweep/results/per_point/random_common_80k/l4_n3_d1000000_seed1776_task1_per_point.csv,force_rmse,80000,80000,79689,311,0.0038875,0.7893848742178087,1.2645035356073908,0.4695176990119525,0.2671326774824332,0.8969026202510623,0.0288246781425481,171.816428340269,0.7473742374090547,0.8213864269274972,0.4675336314928932,0.2664745500389965,0.888748269623214,0.0288246781425481,7.102062854796257
L4N4 seed 0,L4N4,0,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed0_task6_per_point.csv,force_rmse,80000,80000,79582,418,0.005225,0.6998088506690505,1.0027711299909015,0.41086693331462387,0.23852286858830138,0.7888040680032076,0.0302308935050781,62.54296158067261,0.6559746066195572,0.7120937187521156,0.4085482440988174,0.23788323955871393,0.7788857750851024,0.0302308935050781,5.713032531433169
L4N4 seed 7,L4N4,7,examples/methane_sweep/results/per_point/random_common_80k/l4_n4_d1000000_seed7_task7_per_point.csv,force_rmse,80000,80000,79614,386,0.004825,0.7121068102430937,1.0548637193503148,0.42456603491857176,0.2424632396360384,0.8033452786547772,0.0284128157338981,96.1626373967728,0.6688155690359555,0.7241153464428142,0.4222765210485225,0.2417551269988758,0.7941541390633086,0.0284128157338981,5.9844422697661255
