architecture,n_values,energy_mae,energy_rmse,energy_error_sample_std
L3N4,480000,0.21853441471931487,4.156292524338391,4.156291325733945
L3N5,640000,0.2266159366386033,1.014913956313254,1.0149130143952945
L4N3,480000,0.21285012905923262,0.37840827622509243,0.37839847933345655
L4N4,320000,0.18431823268869485,0.36014381266155726,0.3601443126038187
