group,metric,n_values,mean,sample_std,median,q1,q3,min,max
L3N4,force_rmse,480000,1.1569458510229367,259.63601638560806,0.46512570007187226,0.26676837522213626,0.8785642132443245,0.0301829000412802,179865.61295243155
L3N5,force_rmse,640000,0.8942158400090077,53.55878159325935,0.4922986699697929,0.2846241463548039,0.9265196336457311,0.0257475304670313,42601.954277033605
L4N3,force_rmse,480000,0.8012020926748781,1.3548918530139995,0.4786266019424455,0.27352222025038514,0.9115239119059664,0.0288212454021648,486.9633026656726
L4N4,force_rmse,320000,0.7108132701379515,1.5365001817274073,0.418921846133985,0.24003786569228505,0.7987991593407546,0.0284128157338981,609.9010931971195
