group,metric,n_values,mean,sample_std,median,q1,q3,min,max
L3N4,energy_abs_error,480000,0.21853441471931487,4.150547692429754,0.1233978271484375,0.0536956787109375,0.256669282913208,0.0,2850.048095703125
L3N5,energy_abs_error,640000,0.2266159366386033,0.9892912034355839,0.132293701171875,0.0569114685058593,0.2751643657684326,0.0,742.6024780273438
L4N3,energy_abs_error,480000,0.21285012905923262,0.3128703405695956,0.12240028381347651,0.0528392791748046,0.2572097778320312,0.0,62.61231994628906
L4N4,energy_abs_error,320000,0.18431823268869485,0.3094037072421934,0.1051788330078125,0.0456485748291015,0.220524787902832,0.0,89.88688659667969
